ma_region_code,pdp_region_code,state,county_code,geo_statename,geo_county_name,tier_level_value,n_plans,distinct_rxcui,pct_plans_in_tier
07,,  ,,,,1,1,457,0.03949447077409162717
,23,  ,,,,1,15,3779,0.59241706161137440758
15,,  ,,,,1,4,1925,0.15797788309636650869
,11,  ,,,,1,14,3611,0.55292259083728278041
,22,  ,,,,1,15,3779,0.59241706161137440758
,21,  ,,,,1,12,3014,0.47393364928909952607
,05,  ,,,,1,12,3014,0.47393364928909952607
,20,  ,,,,1,12,3014,0.47393364928909952607
16,,  ,,,,1,1,457,0.03949447077409162717
,33,  ,,,,1,12,3230,0.47393364928909952607
,19,  ,,,,1,14,3985,0.55292259083728278041
,34,  ,,,,1,12,3014,0.47393364928909952607
,18,  ,,,,1,14,3483,0.55292259083728278041
04,,  ,,,,1,1,486,0.03949447077409162717
,36,  ,,,,1,1,267,0.03949447077409162717
,38,  ,,,,1,6,1610,0.23696682464454976303
,17,  ,,,,1,15,3779,0.59241706161137440758
17,,  ,,,,1,6,2838,0.23696682464454976303
,01,  ,,,,1,14,3483,0.55292259083728278041
01,,  ,,,,1,1,456,0.03949447077409162717
,16,  ,,,,1,14,3699,0.55292259083728278041
03,,  ,,,,1,1,456,0.03949447077409162717
,37,  ,,,,1,1,267,0.03949447077409162717
,15,  ,,,,1,14,3483,0.55292259083728278041
,39,  ,,,,1,1,267,0.03949447077409162717
06,,  ,,,,1,1,457,0.03949447077409162717
,14,  ,,,,1,14,3483,0.55292259083728278041
21,,  ,,,,1,1,457,0.03949447077409162717
,09,  ,,,,1,13,3232,0.51342812006319115324
08,,  ,,,,1,4,1925,0.15797788309636650869
,13,  ,,,,1,14,3514,0.55292259083728278041
,03,  ,,,,1,11,3014,0.43443917851500789889
09,,  ,,,,1,4,1826,0.15797788309636650869
,02,  ,,,,1,14,3596,0.55292259083728278041
10,,  ,,,,1,1,457,0.03949447077409162717
,12,  ,,,,1,14,3459,0.55292259083728278041
11,,  ,,,,1,1,457,0.03949447077409162717
,08,  ,,,,1,14,3534,0.55292259083728278041
,32,  ,,,,1,16,3775,0.63191153238546603476
12,,  ,,,,1,3,1157,0.11848341232227488152
,31,  ,,,,1,12,3014,0.47393364928909952607
,30,  ,,,,1,12,3230,0.47393364928909952607
,29,  ,,,,1,14,3483,0.55292259083728278041
13,,  ,,,,1,2,671,0.07898894154818325434
,07,  ,,,,1,14,3699,0.55292259083728278041
,28,  ,,,,1,12,3014,0.47393364928909952607
,10,  ,,,,1,14,3483,0.55292259083728278041
,27,  ,,,,1,14,3483,0.55292259083728278041
,26,  ,,,,1,15,3779,0.59241706161137440758
14,,  ,,,,1,1,457,0.03949447077409162717
,25,  ,,,,1,14,3750,0.55292259083728278041
,35,  ,,,,1,1,267,0.03949447077409162717
,06,  ,,,,1,14,4068,0.55292259083728278041
,24,  ,,,,1,15,3995,0.59241706161137440758
,04,  ,,,,1,14,3534,0.55292259083728278041
,28,  ,,,,2,12,6439,0.47393364928909952607
,23,  ,,,,2,15,8160,0.59241706161137440758
,06,  ,,,,2,14,9005,0.55292259083728278041
09,,  ,,,,2,4,2064,0.15797788309636650869
,36,  ,,,,2,1,650,0.03949447077409162717
13,,  ,,,,2,2,1197,0.07898894154818325434
,22,  ,,,,2,15,8160,0.59241706161137440758
,33,  ,,,,2,12,6799,0.47393364928909952607
15,,  ,,,,2,4,2004,0.15797788309636650869
03,,  ,,,,2,1,528,0.03949447077409162717
,05,  ,,,,2,12,6439,0.47393364928909952607
,21,  ,,,,2,12,6439,0.47393364928909952607
10,,  ,,,,2,1,504,0.03949447077409162717
,25,  ,,,,2,14,7959,0.55292259083728278041
,37,  ,,,,2,1,650,0.03949447077409162717
,04,  ,,,,2,14,7599,0.55292259083728278041
,20,  ,,,,2,12,6439,0.47393364928909952607
,27,  ,,,,2,14,8424,0.55292259083728278041
11,,  ,,,,2,1,504,0.03949447077409162717
01,,  ,,,,2,1,528,0.03949447077409162717
,08,  ,,,,2,14,7599,0.55292259083728278041
,19,  ,,,,2,14,8796,0.55292259083728278041
04,,  ,,,,2,1,903,0.03949447077409162717
16,,  ,,,,2,1,504,0.03949447077409162717
,09,  ,,,,2,13,7006,0.51342812006319115324
,32,  ,,,,2,16,9912,0.63191153238546603476
,18,  ,,,,2,14,8424,0.55292259083728278041
,02,  ,,,,2,14,7351,0.55292259083728278041
06,,  ,,,,2,1,504,0.03949447077409162717
,38,  ,,,,2,6,3126,0.23696682464454976303
,03,  ,,,,2,11,6439,0.43443917851500789889
,17,  ,,,,2,15,8160,0.59241706161137440758
,31,  ,,,,2,12,6439,0.47393364928909952607
,11,  ,,,,2,14,7690,0.55292259083728278041
12,,  ,,,,2,3,2100,0.11848341232227488152
07,,  ,,,,2,1,504,0.03949447077409162717
,16,  ,,,,2,14,8784,0.55292259083728278041
,12,  ,,,,2,14,7522,0.55292259083728278041
17,,  ,,,,2,6,3036,0.23696682464454976303
,30,  ,,,,2,12,6799,0.47393364928909952607
,26,  ,,,,2,15,8160,0.59241706161137440758
,15,  ,,,,2,14,8424,0.55292259083728278041
,10,  ,,,,2,14,8424,0.55292259083728278041
,39,  ,,,,2,1,650,0.03949447077409162717
,07,  ,,,,2,14,8784,0.55292259083728278041
,01,  ,,,,2,14,8424,0.55292259083728278041
,14,  ,,,,2,14,8424,0.55292259083728278041
,29,  ,,,,2,14,8424,0.55292259083728278041
14,,  ,,,,2,1,504,0.03949447077409162717
,24,  ,,,,2,15,8520,0.59241706161137440758
,34,  ,,,,2,12,6439,0.47393364928909952607
,13,  ,,,,2,14,7863,0.55292259083728278041
,35,  ,,,,2,1,650,0.03949447077409162717
21,,  ,,,,2,1,504,0.03949447077409162717
08,,  ,,,,2,4,2004,0.15797788309636650869
,39,  ,,,,3,1,984,0.03949447077409162717
21,,  ,,,,3,1,813,0.03949447077409162717
,38,  ,,,,3,6,4847,0.23696682464454976303
,11,  ,,,,3,14,9875,0.55292259083728278041
,37,  ,,,,3,1,984,0.03949447077409162717
,10,  ,,,,3,14,8812,0.55292259083728278041
,36,  ,,,,3,1,984,0.03949447077409162717
,09,  ,,,,3,13,9158,0.51342812006319115324
,35,  ,,,,3,1,984,0.03949447077409162717
,08,  ,,,,3,14,9946,0.55292259083728278041
,34,  ,,,,3,12,8322,0.47393364928909952607
,07,  ,,,,3,14,8495,0.55292259083728278041
,03,  ,,,,3,11,8322,0.43443917851500789889
,33,  ,,,,3,12,8005,0.47393364928909952607
,06,  ,,,,3,14,9532,0.55292259083728278041
,05,  ,,,,3,12,8322,0.47393364928909952607
,04,  ,,,,3,14,9946,0.55292259083728278041
07,,  ,,,,3,1,813,0.03949447077409162717
08,,  ,,,,3,4,3488,0.15797788309636650869
09,,  ,,,,3,4,3420,0.15797788309636650869
10,,  ,,,,3,1,813,0.03949447077409162717
11,,  ,,,,3,1,813,0.03949447077409162717
,32,  ,,,,3,16,10251,0.63191153238546603476
,31,  ,,,,3,12,8322,0.47393364928909952607
,30,  ,,,,3,12,8005,0.47393364928909952607
12,,  ,,,,3,3,1806,0.11848341232227488152
,29,  ,,,,3,14,8812,0.55292259083728278041
,28,  ,,,,3,12,8322,0.47393364928909952607
,27,  ,,,,3,14,8812,0.55292259083728278041
13,,  ,,,,3,2,1373,0.07898894154818325434
,26,  ,,,,3,15,10732,0.59241706161137440758
,25,  ,,,,3,14,9629,0.55292259083728278041
,24,  ,,,,3,15,10415,0.59241706161137440758
14,,  ,,,,3,1,813,0.03949447077409162717
,23,  ,,,,3,15,10732,0.59241706161137440758
,22,  ,,,,3,15,10732,0.59241706161137440758
,21,  ,,,,3,12,8322,0.47393364928909952607
15,,  ,,,,3,4,3488,0.15797788309636650869
,20,  ,,,,3,12,8322,0.47393364928909952607
,19,  ,,,,3,14,9318,0.55292259083728278041
,02,  ,,,,3,14,10378,0.55292259083728278041
,18,  ,,,,3,14,8812,0.55292259083728278041
16,,  ,,,,3,1,813,0.03949447077409162717
,01,  ,,,,3,14,8812,0.55292259083728278041
,17,  ,,,,3,15,10732,0.59241706161137440758
06,,  ,,,,3,1,813,0.03949447077409162717
,16,  ,,,,3,14,8495,0.55292259083728278041
04,,  ,,,,3,1,433,0.03949447077409162717
,15,  ,,,,3,14,8812,0.55292259083728278041
17,,  ,,,,3,6,5198,0.23696682464454976303
03,,  ,,,,3,1,897,0.03949447077409162717
,14,  ,,,,3,14,8812,0.55292259083728278041
01,,  ,,,,3,1,897,0.03949447077409162717
,13,  ,,,,3,14,9803,0.55292259083728278041
,12,  ,,,,3,14,9820,0.55292259083728278041
,24,  ,,,,4,15,15895,0.59241706161137440758
,01,  ,,,,4,14,15374,0.55292259083728278041
03,,  ,,,,4,1,988,0.03949447077409162717
,34,  ,,,,4,12,13069,0.47393364928909952607
,32,  ,,,,4,16,17260,0.63191153238546603476
06,,  ,,,,4,1,945,0.03949447077409162717
01,,  ,,,,4,1,988,0.03949447077409162717
,35,  ,,,,4,1,1069,0.03949447077409162717
,36,  ,,,,4,1,1069,0.03949447077409162717
,38,  ,,,,4,6,6224,0.23696682464454976303
,33,  ,,,,4,12,13160,0.47393364928909952607
,39,  ,,,,4,1,1069,0.03949447077409162717
04,,  ,,,,4,1,1074,0.03949447077409162717
,37,  ,,,,4,1,1069,0.03949447077409162717
,31,  ,,,,4,12,13069,0.47393364928909952607
,30,  ,,,,4,12,13160,0.47393364928909952607
,29,  ,,,,4,14,15374,0.55292259083728278041
,28,  ,,,,4,12,13069,0.47393364928909952607
,27,  ,,,,4,14,15374,0.55292259083728278041
,26,  ,,,,4,15,15804,0.59241706161137440758
,25,  ,,,,4,14,14922,0.55292259083728278041
,23,  ,,,,4,15,15804,0.59241706161137440758
,22,  ,,,,4,15,15804,0.59241706161137440758
,21,  ,,,,4,12,13069,0.47393364928909952607
,20,  ,,,,4,12,13069,0.47393364928909952607
,19,  ,,,,4,14,14112,0.55292259083728278041
,18,  ,,,,4,14,15374,0.55292259083728278041
,17,  ,,,,4,15,15804,0.59241706161137440758
,16,  ,,,,4,14,15465,0.55292259083728278041
,15,  ,,,,4,14,15374,0.55292259083728278041
,14,  ,,,,4,14,15374,0.55292259083728278041
,13,  ,,,,4,14,14700,0.55292259083728278041
,12,  ,,,,4,14,14960,0.55292259083728278041
,11,  ,,,,4,14,14800,0.55292259083728278041
,10,  ,,,,4,14,15374,0.55292259083728278041
,09,  ,,,,4,13,13809,0.51342812006319115324
,08,  ,,,,4,14,14831,0.55292259083728278041
,07,  ,,,,4,14,15465,0.55292259083728278041
,06,  ,,,,4,14,14363,0.55292259083728278041
,05,  ,,,,4,12,13069,0.47393364928909952607
,04,  ,,,,4,14,14831,0.55292259083728278041
,03,  ,,,,4,11,13069,0.43443917851500789889
,02,  ,,,,4,14,14539,0.55292259083728278041
21,,  ,,,,4,1,945,0.03949447077409162717
17,,  ,,,,4,6,5842,0.23696682464454976303
16,,  ,,,,4,1,945,0.03949447077409162717
15,,  ,,,,4,4,3909,0.15797788309636650869
14,,  ,,,,4,1,945,0.03949447077409162717
13,,  ,,,,4,2,1993,0.07898894154818325434
12,,  ,,,,4,3,3067,0.11848341232227488152
11,,  ,,,,4,1,945,0.03949447077409162717
10,,  ,,,,4,1,945,0.03949447077409162717
09,,  ,,,,4,4,3866,0.15797788309636650869
08,,  ,,,,4,4,3909,0.15797788309636650869
07,,  ,,,,4,1,945,0.03949447077409162717
,11,  ,,,,5,14,9671,0.55292259083728278041
,13,  ,,,,5,14,9649,0.55292259083728278041
17,,  ,,,,5,6,4588,0.23696682464454976303
04,,  ,,,,5,1,781,0.03949447077409162717
,14,  ,,,,5,14,9148,0.55292259083728278041
,15,  ,,,,5,14,9148,0.55292259083728278041
,16,  ,,,,5,14,9178,0.55292259083728278041
16,,  ,,,,5,1,694,0.03949447077409162717
,01,  ,,,,5,14,9148,0.55292259083728278041
,17,  ,,,,5,15,10413,0.59241706161137440758
,18,  ,,,,5,14,9148,0.55292259083728278041
,19,  ,,,,5,14,9654,0.55292259083728278041
15,,  ,,,,5,4,3094,0.15797788309636650869
,35,  ,,,,5,1,696,0.03949447077409162717
,20,  ,,,,5,12,8161,0.47393364928909952607
,21,  ,,,,5,12,8161,0.47393364928909952607
,22,  ,,,,5,15,10413,0.59241706161137440758
14,,  ,,,,5,1,694,0.03949447077409162717
08,,  ,,,,5,4,3094,0.15797788309636650869
,23,  ,,,,5,15,10413,0.59241706161137440758
,24,  ,,,,5,15,10443,0.59241706161137440758
,25,  ,,,,5,14,9698,0.55292259083728278041
07,,  ,,,,5,1,694,0.03949447077409162717
,12,  ,,,,5,14,9607,0.55292259083728278041
13,,  ,,,,5,2,1415,0.07898894154818325434
,37,  ,,,,5,1,696,0.03949447077409162717
,26,  ,,,,5,15,10413,0.59241706161137440758
,27,  ,,,,5,14,9148,0.55292259083728278041
,28,  ,,,,5,12,8161,0.47393364928909952607
12,,  ,,,,5,3,2196,0.11848341232227488152
03,,  ,,,,5,1,800,0.03949447077409162717
,29,  ,,,,5,14,9148,0.55292259083728278041
,30,  ,,,,5,12,8191,0.47393364928909952607
,31,  ,,,,5,12,8161,0.47393364928909952607
11,,  ,,,,5,1,694,0.03949447077409162717
,36,  ,,,,5,1,696,0.03949447077409162717
,39,  ,,,,5,1,696,0.03949447077409162717
,38,  ,,,,5,6,4098,0.23696682464454976303
,33,  ,,,,5,12,8191,0.47393364928909952607
10,,  ,,,,5,1,694,0.03949447077409162717
01,,  ,,,,5,1,800,0.03949447077409162717
06,,  ,,,,5,1,694,0.03949447077409162717
,32,  ,,,,5,16,10376,0.63191153238546603476
,04,  ,,,,5,14,9668,0.55292259083728278041
,05,  ,,,,5,12,8161,0.47393364928909952607
,03,  ,,,,5,11,8161,0.43443917851500789889
,34,  ,,,,5,12,8161,0.47393364928909952607
,06,  ,,,,5,14,10207,0.55292259083728278041
,07,  ,,,,5,14,9178,0.55292259083728278041
,08,  ,,,,5,14,9668,0.55292259083728278041
,02,  ,,,,5,14,9613,0.55292259083728278041
09,,  ,,,,5,4,2988,0.15797788309636650869
,09,  ,,,,5,13,8893,0.51342812006319115324
,10,  ,,,,5,14,9148,0.55292259083728278041
21,,  ,,,,5,1,694,0.03949447077409162717
13,,  ,,,,6,1,344,0.03949447077409162717
12,,  ,,,,6,1,344,0.03949447077409162717
,,AL,01000,Alabama,Autauga,1,31,27428,19.8717948717948718
,,AL,01000,Alabama,Autauga,2,31,30237,19.8717948717948718
,,AL,01000,Alabama,Autauga,3,31,32920,19.8717948717948718
,,AL,01000,Alabama,Autauga,4,31,35842,19.8717948717948718
,,AL,01000,Alabama,Autauga,5,31,33293,19.8717948717948718
,,AL,01000,Alabama,Autauga,6,1,199,0.64102564102564102564
,,AL,01010,Alabama,Baldwin,1,36,30028,19.8895027624309392
,,AL,01010,Alabama,Baldwin,2,36,35816,19.8895027624309392
,,AL,01010,Alabama,Baldwin,3,36,35032,19.8895027624309392
,,AL,01010,Alabama,Baldwin,4,36,40161,19.8895027624309392
,,AL,01010,Alabama,Baldwin,5,36,37261,19.8895027624309392
,,AL,01010,Alabama,Baldwin,6,1,199,0.55248618784530386740
,,AL,01020,Alabama,Barbour,1,25,19992,21.1864406779661017
,,AL,01020,Alabama,Barbour,2,23,17413,19.4915254237288136
,,AL,01020,Alabama,Barbour,3,23,19611,19.4915254237288136
,,AL,01020,Alabama,Barbour,4,23,25714,19.4915254237288136
,,AL,01020,Alabama,Barbour,5,23,20563,19.4915254237288136
,,AL,01020,Alabama,Barbour,6,1,199,0.84745762711864406780
,,AL,01030,Alabama,Bibb,1,33,27041,19.8795180722891566
,,AL,01030,Alabama,Bibb,2,33,30014,19.8795180722891566
,,AL,01030,Alabama,Bibb,3,33,32134,19.8795180722891566
,,AL,01030,Alabama,Bibb,4,33,34705,19.8795180722891566
,,AL,01030,Alabama,Bibb,5,33,32552,19.8795180722891566
,,AL,01030,Alabama,Bibb,6,1,199,0.60240963855421686747
,,AL,01040,Alabama,Blount,1,31,27382,19.8717948717948718
,,AL,01040,Alabama,Blount,2,31,30575,19.8717948717948718
,,AL,01040,Alabama,Blount,3,31,32939,19.8717948717948718
,,AL,01040,Alabama,Blount,4,31,35660,19.8717948717948718
,,AL,01040,Alabama,Blount,5,31,33409,19.8717948717948718
,,AL,01040,Alabama,Blount,6,1,199,0.64102564102564102564
,,AL,01050,Alabama,Bullock,1,26,24551,19.8473282442748092
,,AL,01050,Alabama,Bullock,2,26,24337,19.8473282442748092
,,AL,01050,Alabama,Bullock,3,26,27102,19.8473282442748092
,,AL,01050,Alabama,Bullock,4,26,30501,19.8473282442748092
,,AL,01050,Alabama,Bullock,5,26,27623,19.8473282442748092
,,AL,01050,Alabama,Bullock,6,1,199,0.76335877862595419847
,,AL,01060,Alabama,Butler,1,25,22338,19.8412698412698413
,,AL,01060,Alabama,Butler,2,25,18970,19.8412698412698413
,,AL,01060,Alabama,Butler,3,25,25268,19.8412698412698413
,,AL,01060,Alabama,Butler,4,25,29249,19.8412698412698413
,,AL,01060,Alabama,Butler,5,25,24487,19.8412698412698413
,,AL,01060,Alabama,Butler,6,1,199,0.79365079365079365079
,,AL,01070,Alabama,Calhoun,1,25,22204,20.4918032786885246
,,AL,01070,Alabama,Calhoun,2,24,22804,19.6721311475409836
,,AL,01070,Alabama,Calhoun,3,24,21529,19.6721311475409836
,,AL,01070,Alabama,Calhoun,4,24,27009,19.6721311475409836
,,AL,01070,Alabama,Calhoun,5,24,23805,19.6721311475409836
,,AL,01070,Alabama,Calhoun,6,1,199,0.81967213114754098361
,,AL,01080,Alabama,Chambers,1,27,25008,19.8529411764705882
,,AL,01080,Alabama,Chambers,2,27,24841,19.8529411764705882
,,AL,01080,Alabama,Chambers,3,27,27915,19.8529411764705882
,,AL,01080,Alabama,Chambers,4,27,31446,19.8529411764705882
,,AL,01080,Alabama,Chambers,5,27,28317,19.8529411764705882
,,AL,01080,Alabama,Chambers,6,1,199,0.73529411764705882353
,,AL,01090,Alabama,Cherokee,1,30,26468,19.8675496688741722
,,AL,01090,Alabama,Cherokee,2,30,29567,19.8675496688741722
,,AL,01090,Alabama,Cherokee,3,30,31313,19.8675496688741722
,,AL,01090,Alabama,Cherokee,4,30,33770,19.8675496688741722
,,AL,01090,Alabama,Cherokee,5,30,32021,19.8675496688741722
,,AL,01090,Alabama,Cherokee,6,1,199,0.66225165562913907285
,,AL,01100,Alabama,Chilton,1,33,27041,19.8795180722891566
,,AL,01100,Alabama,Chilton,2,33,30014,19.8795180722891566
,,AL,01100,Alabama,Chilton,3,33,32134,19.8795180722891566
,,AL,01100,Alabama,Chilton,4,33,34705,19.8795180722891566
,,AL,01100,Alabama,Chilton,5,33,32552,19.8795180722891566
,,AL,01100,Alabama,Chilton,6,1,199,0.60240963855421686747
,,AL,01110,Alabama,Choctaw,1,24,19506,21.2389380530973451
,,AL,01110,Alabama,Choctaw,2,22,16510,19.4690265486725664
,,AL,01110,Alabama,Choctaw,3,22,19178,19.4690265486725664
,,AL,01110,Alabama,Choctaw,4,22,24640,19.4690265486725664
,,AL,01110,Alabama,Choctaw,5,22,19782,19.4690265486725664
,,AL,01110,Alabama,Choctaw,6,1,199,0.88495575221238938053
,,AL,01120,Alabama,Clarke,1,24,19506,21.2389380530973451
,,AL,01120,Alabama,Clarke,2,22,16510,19.4690265486725664
,,AL,01120,Alabama,Clarke,3,22,19178,19.4690265486725664
,,AL,01120,Alabama,Clarke,4,22,24640,19.4690265486725664
,,AL,01120,Alabama,Clarke,5,22,19782,19.4690265486725664
,,AL,01120,Alabama,Clarke,6,1,199,0.88495575221238938053
,,AL,01130,Alabama,Clay,1,24,21881,19.8347107438016529
,,AL,01130,Alabama,Clay,2,24,18466,19.8347107438016529
,,AL,01130,Alabama,Clay,3,24,24455,19.8347107438016529
,,AL,01130,Alabama,Clay,4,24,28304,19.8347107438016529
,,AL,01130,Alabama,Clay,5,24,23793,19.8347107438016529
,,AL,01130,Alabama,Clay,6,1,199,0.82644628099173553719
,,AL,01140,Alabama,Cleburne,1,24,21881,19.8347107438016529
,,AL,01140,Alabama,Cleburne,2,24,18466,19.8347107438016529
,,AL,01140,Alabama,Cleburne,3,24,24455,19.8347107438016529
,,AL,01140,Alabama,Cleburne,4,24,28304,19.8347107438016529
,,AL,01140,Alabama,Cleburne,5,24,23793,19.8347107438016529
,,AL,01140,Alabama,Cleburne,6,1,199,0.82644628099173553719
,,AL,01150,Alabama,Coffee,1,24,19506,21.2389380530973451
,,AL,01150,Alabama,Coffee,2,22,16510,19.4690265486725664
,,AL,01150,Alabama,Coffee,3,22,19178,19.4690265486725664
,,AL,01150,Alabama,Coffee,4,22,24640,19.4690265486725664
,,AL,01150,Alabama,Coffee,5,22,19782,19.4690265486725664
,,AL,01150,Alabama,Coffee,6,1,199,0.88495575221238938053
,,AL,01160,Alabama,Colbert,1,34,27413,20.3592814371257485
,,AL,01160,Alabama,Colbert,2,33,30331,19.7604790419161677
,,AL,01160,Alabama,Colbert,3,33,32707,19.7604790419161677
,,AL,01160,Alabama,Colbert,4,33,36004,19.7604790419161677
,,AL,01160,Alabama,Colbert,5,33,33204,19.7604790419161677
,,AL,01160,Alabama,Colbert,6,1,199,0.59880239520958083832
,,AL,01170,Alabama,Conecuh,1,19,16590,21.5909090909090909
,,AL,01170,Alabama,Conecuh,2,17,11092,19.3181818181818182
,,AL,01170,Alabama,Conecuh,3,17,16580,19.3181818181818182
,,AL,01170,Alabama,Conecuh,4,17,18196,19.3181818181818182
,,AL,01170,Alabama,Conecuh,5,17,15096,19.3181818181818182
,,AL,01170,Alabama,Conecuh,6,1,199,1.1363636363636364
,,AL,01180,Alabama,Coosa,1,30,24758,19.8675496688741722
,,AL,01180,Alabama,Coosa,2,30,24364,19.8675496688741722
,,AL,01180,Alabama,Coosa,3,30,30275,19.8675496688741722
,,AL,01180,Alabama,Coosa,4,30,33645,19.8675496688741722
,,AL,01180,Alabama,Coosa,5,30,29463,19.8675496688741722
,,AL,01180,Alabama,Coosa,6,1,199,0.66225165562913907285
,,AL,01190,Alabama,Covington,1,24,19506,21.2389380530973451
,,AL,01190,Alabama,Covington,2,22,16510,19.4690265486725664
,,AL,01190,Alabama,Covington,3,22,19178,19.4690265486725664
,,AL,01190,Alabama,Covington,4,22,24640,19.4690265486725664
,,AL,01190,Alabama,Covington,5,22,19782,19.4690265486725664
,,AL,01190,Alabama,Covington,6,1,199,0.88495575221238938053
,,AL,01200,Alabama,Crenshaw,1,25,21719,21.1864406779661017
,,AL,01200,Alabama,Crenshaw,2,23,21877,19.4915254237288136
,,AL,01200,Alabama,Crenshaw,3,23,21012,19.4915254237288136
,,AL,01200,Alabama,Crenshaw,4,23,25892,19.4915254237288136
,,AL,01200,Alabama,Crenshaw,5,23,22918,19.4915254237288136
,,AL,01200,Alabama,Crenshaw,6,1,199,0.84745762711864406780
,,AL,01210,Alabama,Cullman,1,32,27383,19.8757763975155280
,,AL,01210,Alabama,Cullman,2,32,30551,19.8757763975155280
,,AL,01210,Alabama,Cullman,3,32,32855,19.8757763975155280
,,AL,01210,Alabama,Cullman,4,32,35617,19.8757763975155280
,,AL,01210,Alabama,Cullman,5,32,33303,19.8757763975155280
,,AL,01210,Alabama,Cullman,6,1,199,0.62111801242236024845
,,AL,01220,Alabama,Dale,1,25,21719,21.1864406779661017
,,AL,01220,Alabama,Dale,2,23,21877,19.4915254237288136
,,AL,01220,Alabama,Dale,3,23,21012,19.4915254237288136
,,AL,01220,Alabama,Dale,4,23,25892,19.4915254237288136
,,AL,01220,Alabama,Dale,5,23,22918,19.4915254237288136
,,AL,01220,Alabama,Dale,6,1,199,0.84745762711864406780
,,AL,01230,Alabama,Dallas,1,32,27428,19.8757763975155280
,,AL,01230,Alabama,Dallas,2,32,30237,19.8757763975155280
,,AL,01230,Alabama,Dallas,3,32,32920,19.8757763975155280
,,AL,01230,Alabama,Dallas,4,32,35842,19.8757763975155280
,,AL,01230,Alabama,Dallas,5,32,33293,19.8757763975155280
,,AL,01230,Alabama,Dallas,6,1,199,0.62111801242236024845
,,AL,01240,Alabama,DeKalb,1,30,24758,19.8675496688741722
,,AL,01240,Alabama,DeKalb,2,30,24366,19.8675496688741722
,,AL,01240,Alabama,DeKalb,3,30,30273,19.8675496688741722
,,AL,01240,Alabama,DeKalb,4,30,33645,19.8675496688741722
,,AL,01240,Alabama,DeKalb,5,30,29463,19.8675496688741722
,,AL,01240,Alabama,DeKalb,6,1,199,0.66225165562913907285
,,AL,01250,Alabama,Elmore,1,32,27884,19.8757763975155280
,,AL,01250,Alabama,Elmore,2,32,30765,19.8757763975155280
,,AL,01250,Alabama,Elmore,3,32,33817,19.8757763975155280
,,AL,01250,Alabama,Elmore,4,32,36830,19.8757763975155280
,,AL,01250,Alabama,Elmore,5,32,34093,19.8757763975155280
,,AL,01250,Alabama,Elmore,6,1,199,0.62111801242236024845
,,AL,01260,Alabama,Escambia,1,24,21882,19.8347107438016529
,,AL,01260,Alabama,Escambia,2,24,18442,19.8347107438016529
,,AL,01260,Alabama,Escambia,3,24,24371,19.8347107438016529
,,AL,01260,Alabama,Escambia,4,24,28261,19.8347107438016529
,,AL,01260,Alabama,Escambia,5,24,23687,19.8347107438016529
,,AL,01260,Alabama,Escambia,6,1,199,0.82644628099173553719
,,AL,01270,Alabama,Etowah,1,33,27839,19.8795180722891566
,,AL,01270,Alabama,Etowah,2,33,31079,19.8795180722891566
,,AL,01270,Alabama,Etowah,3,33,33752,19.8795180722891566
,,AL,01270,Alabama,Etowah,4,33,36605,19.8795180722891566
,,AL,01270,Alabama,Etowah,5,33,34103,19.8795180722891566
,,AL,01270,Alabama,Etowah,6,1,199,0.60240963855421686747
,,AL,01280,Alabama,Fayette,1,25,21719,20.4918032786885246
,,AL,01280,Alabama,Fayette,2,24,21877,19.6721311475409836
,,AL,01280,Alabama,Fayette,3,24,21012,19.6721311475409836
,,AL,01280,Alabama,Fayette,4,24,25892,19.6721311475409836
,,AL,01280,Alabama,Fayette,5,24,22918,19.6721311475409836
,,AL,01280,Alabama,Fayette,6,1,199,0.81967213114754098361
,,AL,01290,Alabama,Franklin,1,26,22176,20.4724409448818898
,,AL,01290,Alabama,Franklin,2,25,22381,19.6850393700787402
,,AL,01290,Alabama,Franklin,3,25,21825,19.6850393700787402
,,AL,01290,Alabama,Franklin,4,25,26837,19.6850393700787402
,,AL,01290,Alabama,Franklin,5,25,23612,19.6850393700787402
,,AL,01290,Alabama,Franklin,6,1,199,0.78740157480314960630
,,AL,01300,Alabama,Geneva,1,25,21719,21.1864406779661017
,,AL,01300,Alabama,Geneva,2,23,21877,19.4915254237288136
,,AL,01300,Alabama,Geneva,3,23,21012,19.4915254237288136
,,AL,01300,Alabama,Geneva,4,23,25892,19.4915254237288136
,,AL,01300,Alabama,Geneva,5,23,22918,19.4915254237288136
,,AL,01300,Alabama,Geneva,6,1,199,0.84745762711864406780
,,AL,01310,Alabama,Greene,1,24,19506,20.5128205128205128
,,AL,01310,Alabama,Greene,2,23,16510,19.6581196581196581
,,AL,01310,Alabama,Greene,3,23,19178,19.6581196581196581
,,AL,01310,Alabama,Greene,4,23,24640,19.6581196581196581
,,AL,01310,Alabama,Greene,5,23,19782,19.6581196581196581
,,AL,01310,Alabama,Greene,6,1,199,0.85470085470085470085
,,AL,01320,Alabama,Hale,1,24,19506,20.5128205128205128
,,AL,01320,Alabama,Hale,2,23,16510,19.6581196581196581
,,AL,01320,Alabama,Hale,3,23,19178,19.6581196581196581
,,AL,01320,Alabama,Hale,4,23,24640,19.6581196581196581
,,AL,01320,Alabama,Hale,5,23,19782,19.6581196581196581
,,AL,01320,Alabama,Hale,6,1,199,0.85470085470085470085
,,AL,01330,Alabama,Henry,1,25,21719,21.1864406779661017
