ma_region_code,pdp_region_code,state,county_code,geo_statename,geo_county_name,tier_level_value,n_plans,distinct_rxcui,pct_plans_in_tier
,,NE,28430,Nebraska,Hitchcock,6,3,1245,9.0909090909090909
,,NE,28440,Nebraska,Holt,1,17,11511,19.3181818181818182
,,NE,28440,Nebraska,Holt,2,17,21353,19.3181818181818182
,,NE,28440,Nebraska,Holt,3,17,18896,19.3181818181818182
,,NE,28440,Nebraska,Holt,4,17,26435,19.3181818181818182
,,NE,28440,Nebraska,Holt,5,17,22784,19.3181818181818182
,,NE,28440,Nebraska,Holt,6,3,1587,3.4090909090909091
,,NE,28450,Nebraska,Hooker,1,3,1533,20.0000000000000000
,,NE,28450,Nebraska,Hooker,2,3,2724,20.0000000000000000
,,NE,28450,Nebraska,Hooker,3,3,3265,20.0000000000000000
,,NE,28450,Nebraska,Hooker,4,3,3351,20.0000000000000000
,,NE,28450,Nebraska,Hooker,5,3,3178,20.0000000000000000
,,NE,28460,Nebraska,Howard,1,17,11511,19.3181818181818182
,,NE,28460,Nebraska,Howard,2,17,21353,19.3181818181818182
,,NE,28460,Nebraska,Howard,3,17,18896,19.3181818181818182
,,NE,28460,Nebraska,Howard,4,17,26435,19.3181818181818182
,,NE,28460,Nebraska,Howard,5,17,22784,19.3181818181818182
,,NE,28460,Nebraska,Howard,6,3,1587,3.4090909090909091
,,NE,28470,Nebraska,Jefferson,1,19,12934,19.3877551020408163
,,NE,28470,Nebraska,Jefferson,2,19,22893,19.3877551020408163
,,NE,28470,Nebraska,Jefferson,3,19,21384,19.3877551020408163
,,NE,28470,Nebraska,Jefferson,4,19,29258,19.3877551020408163
,,NE,28470,Nebraska,Jefferson,5,19,24804,19.3877551020408163
,,NE,28470,Nebraska,Jefferson,6,3,1587,3.0612244897959184
,,NE,28480,Nebraska,Johnson,1,13,9438,19.1176470588235294
,,NE,28480,Nebraska,Johnson,2,13,17038,19.1176470588235294
,,NE,28480,Nebraska,Johnson,3,13,14498,19.1176470588235294
,,NE,28480,Nebraska,Johnson,4,13,21743,19.1176470588235294
,,NE,28480,Nebraska,Johnson,5,13,18027,19.1176470588235294
,,NE,28480,Nebraska,Johnson,6,3,1245,4.4117647058823529
,,NE,28490,Nebraska,Kearney,1,17,11511,19.3181818181818182
,,NE,28490,Nebraska,Kearney,2,17,21353,19.3181818181818182
,,NE,28490,Nebraska,Kearney,3,17,18896,19.3181818181818182
,,NE,28490,Nebraska,Kearney,4,17,26435,19.3181818181818182
,,NE,28490,Nebraska,Kearney,5,17,22784,19.3181818181818182
,,NE,28490,Nebraska,Kearney,6,3,1587,3.4090909090909091
,,NE,28500,Nebraska,Keith,1,7,5154,18.4210526315789474
,,NE,28500,Nebraska,Keith,2,7,10036,18.4210526315789474
,,NE,28500,Nebraska,Keith,3,7,9209,18.4210526315789474
,,NE,28500,Nebraska,Keith,4,7,12335,18.4210526315789474
,,NE,28500,Nebraska,Keith,5,7,10941,18.4210526315789474
,,NE,28500,Nebraska,Keith,6,3,1245,7.8947368421052632
,,NE,28510,Nebraska,Keya Paha,1,4,1824,20.0000000000000000
,,NE,28510,Nebraska,Keya Paha,2,4,2112,20.0000000000000000
,,NE,28510,Nebraska,Keya Paha,3,4,3588,20.0000000000000000
,,NE,28510,Nebraska,Keya Paha,4,4,3952,20.0000000000000000
,,NE,28510,Nebraska,Keya Paha,5,4,3200,20.0000000000000000
,,NE,28520,Nebraska,Kimball,1,12,6059,20.0000000000000000
,,NE,28520,Nebraska,Kimball,2,12,9014,20.0000000000000000
,,NE,28520,Nebraska,Kimball,3,12,8576,20.0000000000000000
,,NE,28520,Nebraska,Kimball,4,12,13243,20.0000000000000000
,,NE,28520,Nebraska,Kimball,5,12,10030,20.0000000000000000
,,NE,28530,Nebraska,Knox,1,16,10599,19.2771084337349398
,,NE,28530,Nebraska,Knox,2,16,20297,19.2771084337349398
,,NE,28530,Nebraska,Knox,3,16,17102,19.2771084337349398
,,NE,28530,Nebraska,Knox,4,16,24459,19.2771084337349398
,,NE,28530,Nebraska,Knox,5,16,21184,19.2771084337349398
,,NE,28530,Nebraska,Knox,6,3,1587,3.6144578313253012
,,NE,28540,Nebraska,Lancaster,1,21,13848,19.4444444444444444
,,NE,28540,Nebraska,Lancaster,2,21,23901,19.4444444444444444
,,NE,28540,Nebraska,Lancaster,3,21,23010,19.4444444444444444
,,NE,28540,Nebraska,Lancaster,4,21,31148,19.4444444444444444
,,NE,28540,Nebraska,Lancaster,5,21,26192,19.4444444444444444
,,NE,28540,Nebraska,Lancaster,6,3,1587,2.7777777777777778
,,NE,28550,Nebraska,Lincoln,1,4,3330,17.3913043478260870
,,NE,28550,Nebraska,Lincoln,2,4,7924,17.3913043478260870
,,NE,28550,Nebraska,Lincoln,3,4,5621,17.3913043478260870
,,NE,28550,Nebraska,Lincoln,4,4,8383,17.3913043478260870
,,NE,28550,Nebraska,Lincoln,5,4,7741,17.3913043478260870
,,NE,28550,Nebraska,Lincoln,6,3,1245,13.0434782608695652
,,NE,28560,Nebraska,Logan,1,6,4702,18.1818181818181818
,,NE,28560,Nebraska,Logan,2,6,9650,18.1818181818181818
,,NE,28560,Nebraska,Logan,3,6,8176,18.1818181818181818
,,NE,28560,Nebraska,Logan,4,6,11599,18.1818181818181818
,,NE,28560,Nebraska,Logan,5,6,10160,18.1818181818181818
,,NE,28560,Nebraska,Logan,6,3,1245,9.0909090909090909
,,NE,28570,Nebraska,Loup,1,11,6678,20.0000000000000000
,,NE,28570,Nebraska,Loup,2,11,10730,20.0000000000000000
,,NE,28570,Nebraska,Loup,3,11,10215,20.0000000000000000
,,NE,28570,Nebraska,Loup,4,11,14704,20.0000000000000000
,,NE,28570,Nebraska,Loup,5,11,11820,20.0000000000000000
,,NE,28580,Nebraska,McPherson,1,3,1533,20.0000000000000000
,,NE,28580,Nebraska,McPherson,2,3,2724,20.0000000000000000
,,NE,28580,Nebraska,McPherson,3,3,3265,20.0000000000000000
,,NE,28580,Nebraska,McPherson,4,3,3351,20.0000000000000000
,,NE,28580,Nebraska,McPherson,5,3,3178,20.0000000000000000
,,NE,28590,Nebraska,Madison,1,20,13339,19.4174757281553398
,,NE,28590,Nebraska,Madison,2,20,23369,19.4174757281553398
,,NE,28590,Nebraska,Madison,3,20,22148,19.4174757281553398
,,NE,28590,Nebraska,Madison,4,20,30215,19.4174757281553398
,,NE,28590,Nebraska,Madison,5,20,25560,19.4174757281553398
,,NE,28590,Nebraska,Madison,6,3,1587,2.9126213592233010
,,NE,28600,Nebraska,Merrick,1,17,11511,19.3181818181818182
,,NE,28600,Nebraska,Merrick,2,17,21353,19.3181818181818182
,,NE,28600,Nebraska,Merrick,3,17,18896,19.3181818181818182
,,NE,28600,Nebraska,Merrick,4,17,26435,19.3181818181818182
,,NE,28600,Nebraska,Merrick,5,17,22784,19.3181818181818182
,,NE,28600,Nebraska,Merrick,6,3,1587,3.4090909090909091
,,NE,28610,Nebraska,Morrill,1,12,6059,20.0000000000000000
,,NE,28610,Nebraska,Morrill,2,12,9014,20.0000000000000000
,,NE,28610,Nebraska,Morrill,3,12,8576,20.0000000000000000
,,NE,28610,Nebraska,Morrill,4,12,13243,20.0000000000000000
,,NE,28610,Nebraska,Morrill,5,12,10030,20.0000000000000000
,,NE,28620,Nebraska,Nance,1,20,13339,19.4174757281553398
,,NE,28620,Nebraska,Nance,2,20,23369,19.4174757281553398
,,NE,28620,Nebraska,Nance,3,20,22148,19.4174757281553398
,,NE,28620,Nebraska,Nance,4,20,30215,19.4174757281553398
,,NE,28620,Nebraska,Nance,5,20,25560,19.4174757281553398
,,NE,28620,Nebraska,Nance,6,3,1587,2.9126213592233010
,,NE,28630,Nebraska,Nemaha,1,19,12934,19.3877551020408163
,,NE,28630,Nebraska,Nemaha,2,19,22893,19.3877551020408163
,,NE,28630,Nebraska,Nemaha,3,19,21384,19.3877551020408163
,,NE,28630,Nebraska,Nemaha,4,19,29258,19.3877551020408163
,,NE,28630,Nebraska,Nemaha,5,19,24804,19.3877551020408163
,,NE,28630,Nebraska,Nemaha,6,3,1587,3.0612244897959184
,,NE,28640,Nebraska,Nuckolls,1,17,10166,19.5402298850574713
,,NE,28640,Nebraska,Nuckolls,2,17,16539,19.5402298850574713
,,NE,28640,Nebraska,Nuckolls,3,17,17573,19.5402298850574713
,,NE,28640,Nebraska,Nuckolls,4,17,22139,19.5402298850574713
,,NE,28640,Nebraska,Nuckolls,5,17,19002,19.5402298850574713
,,NE,28640,Nebraska,Nuckolls,6,2,342,2.2988505747126437
,,NE,28650,Nebraska,Otoe,1,13,9954,19.1176470588235294
,,NE,28650,Nebraska,Otoe,2,13,18336,19.1176470588235294
,,NE,28650,Nebraska,Otoe,3,13,15966,19.1176470588235294
,,NE,28650,Nebraska,Otoe,4,13,23285,19.1176470588235294
,,NE,28650,Nebraska,Otoe,5,13,19673,19.1176470588235294
,,NE,28650,Nebraska,Otoe,6,3,1587,4.4117647058823529
,,NE,28660,Nebraska,Pawnee,1,16,10590,19.2771084337349398
,,NE,28660,Nebraska,Pawnee,2,16,19579,19.2771084337349398
,,NE,28660,Nebraska,Pawnee,3,16,16664,19.2771084337349398
,,NE,28660,Nebraska,Pawnee,4,16,23936,19.2771084337349398
,,NE,28660,Nebraska,Pawnee,5,16,20382,19.2771084337349398
,,NE,28660,Nebraska,Pawnee,6,3,1245,3.6144578313253012
,,NE,28670,Nebraska,Perkins,1,6,4702,18.1818181818181818
,,NE,28670,Nebraska,Perkins,2,6,9650,18.1818181818181818
,,NE,28670,Nebraska,Perkins,3,6,8176,18.1818181818181818
,,NE,28670,Nebraska,Perkins,4,6,11599,18.1818181818181818
,,NE,28670,Nebraska,Perkins,5,6,10160,18.1818181818181818
,,NE,28670,Nebraska,Perkins,6,3,1245,9.0909090909090909
,,NE,28680,Nebraska,Phelps,1,15,10143,19.2307692307692308
,,NE,28680,Nebraska,Phelps,2,15,19769,19.2307692307692308
,,NE,28680,Nebraska,Phelps,3,15,16205,19.2307692307692308
,,NE,28680,Nebraska,Phelps,4,15,23471,19.2307692307692308
,,NE,28680,Nebraska,Phelps,5,15,20384,19.2307692307692308
,,NE,28680,Nebraska,Phelps,6,3,1587,3.8461538461538462
,,NE,28690,Nebraska,Pierce,1,17,11511,19.3181818181818182
,,NE,28690,Nebraska,Pierce,2,17,21353,19.3181818181818182
,,NE,28690,Nebraska,Pierce,3,17,18896,19.3181818181818182
,,NE,28690,Nebraska,Pierce,4,17,26435,19.3181818181818182
,,NE,28690,Nebraska,Pierce,5,17,22784,19.3181818181818182
,,NE,28690,Nebraska,Pierce,6,3,1587,3.4090909090909091
,,NE,28700,Nebraska,Platte,1,20,11994,19.6078431372549020
,,NE,28700,Nebraska,Platte,2,20,18555,19.6078431372549020
,,NE,28700,Nebraska,Platte,3,20,20825,19.6078431372549020
,,NE,28700,Nebraska,Platte,4,20,25919,19.6078431372549020
,,NE,28700,Nebraska,Platte,5,20,21778,19.6078431372549020
,,NE,28700,Nebraska,Platte,6,2,342,1.9607843137254902
,,NE,28710,Nebraska,Polk,1,17,12187,19.3181818181818182
,,NE,28710,Nebraska,Polk,2,17,20828,19.3181818181818182
,,NE,28710,Nebraska,Polk,3,17,19982,19.3181818181818182
,,NE,28710,Nebraska,Polk,4,17,28022,19.3181818181818182
,,NE,28710,Nebraska,Polk,5,17,23205,19.3181818181818182
,,NE,28710,Nebraska,Polk,6,3,1587,3.4090909090909091
,,NE,28720,Nebraska,Red Willow,1,3,1533,20.0000000000000000
,,NE,28720,Nebraska,Red Willow,2,3,2724,20.0000000000000000
,,NE,28720,Nebraska,Red Willow,3,3,3265,20.0000000000000000
,,NE,28720,Nebraska,Red Willow,4,3,3351,20.0000000000000000
,,NE,28720,Nebraska,Red Willow,5,3,3178,20.0000000000000000
,,NE,28730,Nebraska,Richardson,1,12,6560,20.0000000000000000
,,NE,28730,Nebraska,Richardson,2,12,9500,20.0000000000000000
,,NE,28730,Nebraska,Richardson,3,12,9910,20.0000000000000000
,,NE,28730,Nebraska,Richardson,4,12,14096,20.0000000000000000
,,NE,28730,Nebraska,Richardson,5,12,11067,20.0000000000000000
,,NE,28740,Nebraska,Rock,1,10,5145,20.0000000000000000
,,NE,28740,Nebraska,Rock,2,10,8006,20.0000000000000000
,,NE,28740,Nebraska,Rock,3,10,6950,20.0000000000000000
,,NE,28740,Nebraska,Rock,4,10,11353,20.0000000000000000
,,NE,28740,Nebraska,Rock,5,10,8642,20.0000000000000000
,,NE,28750,Nebraska,Saline,1,16,11782,19.2771084337349398
,,NE,28750,Nebraska,Saline,2,16,20352,19.2771084337349398
,,NE,28750,Nebraska,Saline,3,16,19218,19.2771084337349398
,,NE,28750,Nebraska,Saline,4,16,27065,19.2771084337349398
,,NE,28750,Nebraska,Saline,5,16,22449,19.2771084337349398
,,NE,28750,Nebraska,Saline,6,3,1587,3.6144578313253012
,,NE,28760,Nebraska,Sarpy,1,21,13848,19.4444444444444444
,,NE,28760,Nebraska,Sarpy,2,21,23901,19.4444444444444444
,,NE,28760,Nebraska,Sarpy,3,21,23010,19.4444444444444444
,,NE,28760,Nebraska,Sarpy,4,21,31148,19.4444444444444444
,,NE,28760,Nebraska,Sarpy,5,21,26192,19.4444444444444444
,,NE,28760,Nebraska,Sarpy,6,3,1587,2.7777777777777778
,,NE,28770,Nebraska,Saunders,1,21,13848,19.4444444444444444
,,NE,28770,Nebraska,Saunders,2,21,23901,19.4444444444444444
,,NE,28770,Nebraska,Saunders,3,21,23010,19.4444444444444444
,,NE,28770,Nebraska,Saunders,4,21,31148,19.4444444444444444
,,NE,28770,Nebraska,Saunders,5,21,26192,19.4444444444444444
,,NE,28770,Nebraska,Saunders,6,3,1587,2.7777777777777778
,,NE,28780,Nebraska,Scotts Bluff,1,5,2259,17.8571428571428571
,,NE,28780,Nebraska,Scotts Bluff,2,5,5822,17.8571428571428571
,,NE,28780,Nebraska,Scotts Bluff,3,5,2949,17.8571428571428571
,,NE,28780,Nebraska,Scotts Bluff,4,5,6186,17.8571428571428571
,,NE,28780,Nebraska,Scotts Bluff,5,5,5170,17.8571428571428571
,,NE,28780,Nebraska,Scotts Bluff,6,3,1245,10.7142857142857143
,,NE,28790,Nebraska,Seward,1,16,11782,19.2771084337349398
,,NE,28790,Nebraska,Seward,2,16,20352,19.2771084337349398
,,NE,28790,Nebraska,Seward,3,16,19218,19.2771084337349398
,,NE,28790,Nebraska,Seward,4,16,27065,19.2771084337349398
,,NE,28790,Nebraska,Seward,5,16,22449,19.2771084337349398
,,NE,28790,Nebraska,Seward,6,3,1587,3.6144578313253012
,,NE,28810,Nebraska,Sherman,1,17,11511,19.3181818181818182
,,NE,28810,Nebraska,Sherman,2,17,21353,19.3181818181818182
,,NE,28810,Nebraska,Sherman,3,17,18896,19.3181818181818182
,,NE,28810,Nebraska,Sherman,4,17,26435,19.3181818181818182
,,NE,28810,Nebraska,Sherman,5,17,22784,19.3181818181818182
,,NE,28810,Nebraska,Sherman,6,3,1587,3.4090909090909091
,,NE,28820,Nebraska,Sioux,1,6,2738,20.0000000000000000
,,NE,28820,Nebraska,Sioux,2,6,3120,20.0000000000000000
,,NE,28820,Nebraska,Sioux,3,6,5214,20.0000000000000000
,,NE,28820,Nebraska,Sioux,4,6,5842,20.0000000000000000
,,NE,28820,Nebraska,Sioux,5,6,4588,20.0000000000000000
,,NE,28830,Nebraska,Stanton,1,16,11106,19.2771084337349398
,,NE,28830,Nebraska,Stanton,2,16,20877,19.2771084337349398
,,NE,28830,Nebraska,Stanton,3,16,18132,19.2771084337349398
,,NE,28830,Nebraska,Stanton,4,16,25478,19.2771084337349398
,,NE,28830,Nebraska,Stanton,5,16,22028,19.2771084337349398
,,NE,28830,Nebraska,Stanton,6,3,1587,3.6144578313253012
,,NE,28840,Nebraska,Thayer,1,20,12823,19.4174757281553398
,,NE,28840,Nebraska,Thayer,2,20,22071,19.4174757281553398
,,NE,28840,Nebraska,Thayer,3,20,20680,19.4174757281553398
,,NE,28840,Nebraska,Thayer,4,20,28673,19.4174757281553398
,,NE,28840,Nebraska,Thayer,5,20,23914,19.4174757281553398
,,NE,28840,Nebraska,Thayer,6,3,1245,2.9126213592233010
,,NE,28850,Nebraska,Thomas,1,6,3357,20.0000000000000000
,,NE,28850,Nebraska,Thomas,2,6,4836,20.0000000000000000
,,NE,28850,Nebraska,Thomas,3,6,6853,20.0000000000000000
,,NE,28850,Nebraska,Thomas,4,6,7303,20.0000000000000000
,,NE,28850,Nebraska,Thomas,5,6,6378,20.0000000000000000
,,NE,28860,Nebraska,Thurston,1,19,11073,20.0000000000000000
,,NE,28860,Nebraska,Thurston,2,19,16781,20.0000000000000000
,,NE,28860,Nebraska,Thurston,3,19,18593,20.0000000000000000
,,NE,28860,Nebraska,Thurston,4,19,23420,20.0000000000000000
,,NE,28860,Nebraska,Thurston,5,19,19376,20.0000000000000000
,,NE,28870,Nebraska,Valley,1,17,11511,19.3181818181818182
,,NE,28870,Nebraska,Valley,2,17,21353,19.3181818181818182
,,NE,28870,Nebraska,Valley,3,17,18896,19.3181818181818182
,,NE,28870,Nebraska,Valley,4,17,26435,19.3181818181818182
,,NE,28870,Nebraska,Valley,5,17,22784,19.3181818181818182
,,NE,28870,Nebraska,Valley,6,3,1587,3.4090909090909091
,,NE,28880,Nebraska,Washington,1,20,12934,19.4174757281553398
,,NE,28880,Nebraska,Washington,2,20,22893,19.4174757281553398
,,NE,28880,Nebraska,Washington,3,20,21384,19.4174757281553398
,,NE,28880,Nebraska,Washington,4,20,29258,19.4174757281553398
,,NE,28880,Nebraska,Washington,5,20,24804,19.4174757281553398
,,NE,28880,Nebraska,Washington,6,3,1587,2.9126213592233010
,,NE,28890,Nebraska,Wayne,1,19,12934,19.3877551020408163
,,NE,28890,Nebraska,Wayne,2,19,22893,19.3877551020408163
,,NE,28890,Nebraska,Wayne,3,19,21384,19.3877551020408163
,,NE,28890,Nebraska,Wayne,4,19,29258,19.3877551020408163
,,NE,28890,Nebraska,Wayne,5,19,24804,19.3877551020408163
,,NE,28890,Nebraska,Wayne,6,3,1587,3.0612244897959184
,,NE,28900,Nebraska,Webster,1,17,11511,19.3181818181818182
,,NE,28900,Nebraska,Webster,2,17,21353,19.3181818181818182
,,NE,28900,Nebraska,Webster,3,17,18896,19.3181818181818182
,,NE,28900,Nebraska,Webster,4,17,26435,19.3181818181818182
,,NE,28900,Nebraska,Webster,5,17,22784,19.3181818181818182
,,NE,28900,Nebraska,Webster,6,3,1587,3.4090909090909091
,,NE,28910,Nebraska,Wheeler,1,16,10543,19.2771084337349398
,,NE,28910,Nebraska,Wheeler,2,16,19669,19.2771084337349398
,,NE,28910,Nebraska,Wheeler,3,16,16395,19.2771084337349398
,,NE,28910,Nebraska,Wheeler,4,16,24157,19.2771084337349398
,,NE,28910,Nebraska,Wheeler,5,16,20357,19.2771084337349398
,,NE,28910,Nebraska,Wheeler,6,3,1245,3.6144578313253012
,,NE,28920,Nebraska,York,1,17,12187,19.3181818181818182
,,NE,28920,Nebraska,York,2,17,20828,19.3181818181818182
,,NE,28920,Nebraska,York,3,17,19982,19.3181818181818182
,,NE,28920,Nebraska,York,4,17,28022,19.3181818181818182
,,NE,28920,Nebraska,York,5,17,23205,19.3181818181818182
,,NE,28920,Nebraska,York,6,3,1587,3.4090909090909091
,,NH,30000,New Hampshire,Belknap,1,16,11122,18.6046511627906977
,,NH,30000,New Hampshire,Belknap,2,16,13884,18.6046511627906977
,,NH,30000,New Hampshire,Belknap,3,16,14533,18.6046511627906977
,,NH,30000,New Hampshire,Belknap,4,16,17928,18.6046511627906977
,,NH,30000,New Hampshire,Belknap,5,16,15356,18.6046511627906977
,,NH,30000,New Hampshire,Belknap,6,6,1792,6.9767441860465116
,,NH,30010,New Hampshire,Carroll,1,13,10237,18.8405797101449275
,,NH,30010,New Hampshire,Carroll,2,13,11994,18.8405797101449275
,,NH,30010,New Hampshire,Carroll,3,13,12600,18.8405797101449275
,,NH,30010,New Hampshire,Carroll,4,13,14887,18.8405797101449275
,,NH,30010,New Hampshire,Carroll,5,13,13220,18.8405797101449275
,,NH,30010,New Hampshire,Carroll,6,4,1104,5.7971014492753623
,,NH,30020,New Hampshire,Cheshire,1,15,11078,18.2926829268292683
,,NH,30020,New Hampshire,Cheshire,2,15,14566,18.2926829268292683
,,NH,30020,New Hampshire,Cheshire,3,15,14366,18.2926829268292683
,,NH,30020,New Hampshire,Cheshire,4,15,17012,18.2926829268292683
,,NH,30020,New Hampshire,Cheshire,5,15,15356,18.2926829268292683
,,NH,30020,New Hampshire,Cheshire,6,7,1864,8.5365853658536585
,,NH,30030,New Hampshire,Coos,1,12,10193,18.4615384615384615
,,NH,30030,New Hampshire,Coos,2,12,12676,18.4615384615384615
,,NH,30030,New Hampshire,Coos,3,12,12433,18.4615384615384615
,,NH,30030,New Hampshire,Coos,4,12,13971,18.4615384615384615
,,NH,30030,New Hampshire,Coos,5,12,13220,18.4615384615384615
,,NH,30030,New Hampshire,Coos,6,5,1176,7.6923076923076923
,,NH,30040,New Hampshire,Grafton,1,15,10665,18.5185185185185185
,,NH,30040,New Hampshire,Grafton,2,15,13380,18.5185185185185185
,,NH,30040,New Hampshire,Grafton,3,15,13720,18.5185185185185185
,,NH,30040,New Hampshire,Grafton,4,15,16983,18.5185185185185185
,,NH,30040,New Hampshire,Grafton,5,15,14662,18.5185185185185185
,,NH,30040,New Hampshire,Grafton,6,6,1792,7.4074074074074074
,,NH,30050,New Hampshire,Hillsborough,1,19,13042,18.6274509803921569
,,NH,30050,New Hampshire,Hillsborough,2,19,17761,18.6274509803921569
,,NH,30050,New Hampshire,Hillsborough,3,19,16554,18.6274509803921569
,,NH,30050,New Hampshire,Hillsborough,4,19,21222,18.6274509803921569
,,NH,30050,New Hampshire,Hillsborough,5,19,18499,18.6274509803921569
,,NH,30050,New Hampshire,Hillsborough,6,7,1864,6.8627450980392157
,,NH,30060,New Hampshire,Merrimack,1,17,12070,18.4782608695652174
,,NH,30060,New Hampshire,Merrimack,2,17,15955,18.4782608695652174
,,NH,30060,New Hampshire,Merrimack,3,17,15688,18.4782608695652174
,,NH,30060,New Hampshire,Merrimack,4,17,19074,18.4782608695652174
,,NH,30060,New Hampshire,Merrimack,5,17,16937,18.4782608695652174
,,NH,30060,New Hampshire,Merrimack,6,7,1864,7.6086956521739130
,,NH,30070,New Hampshire,Rockingham,1,17,12614,18.8888888888888889
,,NH,30070,New Hampshire,Rockingham,2,17,16375,18.8888888888888889
,,NH,30070,New Hampshire,Rockingham,3,17,15434,18.8888888888888889
,,NH,30070,New Hampshire,Rockingham,4,17,19126,18.8888888888888889
,,NH,30070,New Hampshire,Rockingham,5,17,17057,18.8888888888888889
,,NH,30070,New Hampshire,Rockingham,6,5,1176,5.5555555555555556
,,NH,30080,New Hampshire,Strafford,1,15,11642,18.7500000000000000
,,NH,30080,New Hampshire,Strafford,2,15,14569,18.7500000000000000
,,NH,30080,New Hampshire,Strafford,3,15,14568,18.7500000000000000
,,NH,30080,New Hampshire,Strafford,4,15,16978,18.7500000000000000
,,NH,30080,New Hampshire,Strafford,5,15,15495,18.7500000000000000
,,NH,30080,New Hampshire,Strafford,6,5,1176,6.2500000000000000
,,NH,30090,New Hampshire,Sullivan,1,15,11107,18.2926829268292683
,,NH,30090,New Hampshire,Sullivan,2,15,14965,18.2926829268292683
,,NH,30090,New Hampshire,Sullivan,3,15,13986,18.2926829268292683
,,NH,30090,New Hampshire,Sullivan,4,15,17141,18.2926829268292683
,,NH,30090,New Hampshire,Sullivan,5,15,15443,18.2926829268292683
,,NH,30090,New Hampshire,Sullivan,6,7,1864,8.5365853658536585
,,NJ,31000,New Jersey,Atlantic,1,34,27869,19.2090395480225989
,,NJ,31000,New Jersey,Atlantic,2,34,31851,19.2090395480225989
,,NJ,31000,New Jersey,Atlantic,3,34,30229,19.2090395480225989
,,NJ,31000,New Jersey,Atlantic,4,34,41458,19.2090395480225989
,,NJ,31000,New Jersey,Atlantic,5,34,35028,19.2090395480225989
,,NJ,31000,New Jersey,Atlantic,6,7,2424,3.9548022598870056
,,NJ,31100,New Jersey,Bergen,1,34,26353,19.2090395480225989
,,NJ,31100,New Jersey,Bergen,2,34,27691,19.2090395480225989
,,NJ,31100,New Jersey,Bergen,3,34,25579,19.2090395480225989
,,NJ,31100,New Jersey,Bergen,4,34,36709,19.2090395480225989
,,NJ,31100,New Jersey,Bergen,5,34,30098,19.2090395480225989
,,NJ,31100,New Jersey,Bergen,6,7,2673,3.9548022598870056
,,NJ,31150,New Jersey,Burlington,1,34,26927,19.1011235955056180
,,NJ,31150,New Jersey,Burlington,2,34,31059,19.1011235955056180
,,NJ,31150,New Jersey,Burlington,3,34,28175,19.1011235955056180
,,NJ,31150,New Jersey,Burlington,4,34,39844,19.1011235955056180
,,NJ,31150,New Jersey,Burlington,5,34,33458,19.1011235955056180
,,NJ,31150,New Jersey,Burlington,6,8,2424,4.4943820224719101
,,NJ,31160,New Jersey,Camden,1,33,26927,19.0751445086705202
,,NJ,31160,New Jersey,Camden,2,33,31059,19.0751445086705202
,,NJ,31160,New Jersey,Camden,3,33,28175,19.0751445086705202
,,NJ,31160,New Jersey,Camden,4,33,39844,19.0751445086705202
,,NJ,31160,New Jersey,Camden,5,33,33458,19.0751445086705202
,,NJ,31160,New Jersey,Camden,6,8,2424,4.6242774566473988
,,NJ,31180,New Jersey,Cape May,1,27,22607,18.8811188811188811
,,NJ,31180,New Jersey,Cape May,2,27,22459,18.8811188811188811
,,NJ,31180,New Jersey,Cape May,3,27,20059,18.8811188811188811
,,NJ,31180,New Jersey,Cape May,4,27,28982,18.8811188811188811
,,NJ,31180,New Jersey,Cape May,5,27,23848,18.8811188811188811
,,NJ,31180,New Jersey,Cape May,6,8,2424,5.5944055944055944
,,NJ,31190,New Jersey,Cumberland,1,28,17487,18.9189189189189189
,,NJ,31190,New Jersey,Cumberland,2,28,26087,18.9189189189189189
,,NJ,31190,New Jersey,Cumberland,3,28,23724,18.9189189189189189
,,NJ,31190,New Jersey,Cumberland,4,28,33384,18.9189189189189189
,,NJ,31190,New Jersey,Cumberland,5,28,27854,18.9189189189189189
,,NJ,31190,New Jersey,Cumberland,6,8,2424,5.4054054054054054
,,NJ,31200,New Jersey,Essex,1,30,24510,18.9873417721518987
,,NJ,31200,New Jersey,Essex,2,30,23932,18.9873417721518987
,,NJ,31200,New Jersey,Essex,3,30,24906,18.9873417721518987
,,NJ,31200,New Jersey,Essex,4,30,33896,18.9873417721518987
,,NJ,31200,New Jersey,Essex,5,30,27674,18.9873417721518987
,,NJ,31200,New Jersey,Essex,6,8,2966,5.0632911392405063
,,NJ,31220,New Jersey,Gloucester,1,30,25559,19.1082802547770701
,,NJ,31220,New Jersey,Gloucester,2,30,29475,19.1082802547770701
,,NJ,31220,New Jersey,Gloucester,3,30,25484,19.1082802547770701
,,NJ,31220,New Jersey,Gloucester,4,30,36880,19.1082802547770701
,,NJ,31220,New Jersey,Gloucester,5,30,31058,19.1082802547770701
,,NJ,31220,New Jersey,Gloucester,6,7,2424,4.4585987261146497
,,NJ,31230,New Jersey,Hudson,1,30,24854,18.8679245283018868
,,NJ,31230,New Jersey,Hudson,2,30,25235,18.8679245283018868
,,NJ,31230,New Jersey,Hudson,3,30,25149,18.8679245283018868
,,NJ,31230,New Jersey,Hudson,4,30,34361,18.8679245283018868
,,NJ,31230,New Jersey,Hudson,5,30,28431,18.8679245283018868
,,NJ,31230,New Jersey,Hudson,6,9,3215,5.6603773584905660
,,NJ,31250,New Jersey,Hunterdon,1,30,22785,20.0000000000000000
,,NJ,31250,New Jersey,Hunterdon,2,29,19394,19.3333333333333333
,,NJ,31250,New Jersey,Hunterdon,3,29,20348,19.3333333333333333
